id,title,author,text,label
1078,New species of bird discovered in the Amazon rainforest,Emily Johnson,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
1079,Government hiding evidence of UFO crash,Laura Clark,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
1080,New species of bird discovered in the Amazon rainforest,Olivia Walker,Experts say the stock market growth is due to innovation in the technology sector.,0
1081,Government announces new healthcare reform,Sarah Davis,Experts say the stock market growth is due to innovation in the technology sector.,0
1082,Cure for cancer found using secret ancient herb,Emily Johnson,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
1083,NASA discovers new exoplanet similar to Earth,Laura Clark,Schools are now integrating AI models to enhance personalized education for students.,0
1084,Celebrity claims to be time traveler from 3020,John Smith,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
1085,Aliens spotted in downtown New York,Olivia Walker,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
1086,Scientists confirm Earth is flat again,David Wilson,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
1087,Local schools adopt AI-based learning programs,Sarah Davis,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
1088,Scientists confirm Earth is flat again,Michael Brown,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
1089,Scientists confirm Earth is flat again,Emily Johnson,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
1090,Cure for cancer found using secret ancient herb,John Smith,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
1091,New species of bird discovered in the Amazon rainforest,Emily Johnson,Schools are now integrating AI models to enhance personalized education for students.,0
1092,Government hiding evidence of UFO crash,Laura Clark,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
1093,NASA discovers new exoplanet similar to Earth,Olivia Walker,Schools are now integrating AI models to enhance personalized education for students.,0
1094,Stock markets hit record highs amid tech boom,Olivia Walker,Experts say the stock market growth is due to innovation in the technology sector.,0
1095,Celebrity claims to be time traveler from 3020,Sarah Davis,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
1096,Aliens spotted in downtown New York,John Smith,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
1097,Celebrity claims to be time traveler from 3020,David Wilson,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
1098,Scientists confirm Earth is flat again,John Smith,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
1099,NASA discovers new exoplanet similar to Earth,Laura Clark,"The discovery adds to the biodiversity of the Amazon, researchers say.",0
1100,Stock markets hit record highs amid tech boom,James Lewis,Schools are now integrating AI models to enhance personalized education for students.,0
1101,Celebrity claims to be time traveler from 3020,David Wilson,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
1102,Aliens spotted in downtown New York,David Wilson,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
1103,Scientists confirm Earth is flat again,John Smith,Eyewitnesses report bright lights and strange figures in the city sky last night.,1
1104,New species of bird discovered in the Amazon rainforest,Michael Brown,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
1105,Government announces new healthcare reform,John Smith,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
1106,Cure for cancer found using secret ancient herb,Emily Johnson,The herb has been kept secret by monks for centuries and can heal any disease instantly.,1
1107,Aliens spotted in downtown New York,Laura Clark,Eyewitnesses report bright lights and strange figures in the city sky last night.,1
1108,NASA discovers new exoplanet similar to Earth,Emily Johnson,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
1109,Government hiding evidence of UFO crash,James Lewis,Eyewitnesses report bright lights and strange figures in the city sky last night.,1
1110,Scientists confirm Earth is flat again,Sarah Davis,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
1111,Aliens spotted in downtown New York,Sarah Davis,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
1112,Government announces new healthcare reform,Laura Clark,Experts say the stock market growth is due to innovation in the technology sector.,0
1113,Celebrity claims to be time traveler from 3020,Emily Johnson,Scientists now admit that all space missions were staged and Earth is indeed flat.,1
1114,Local schools adopt AI-based learning programs,John Smith,The recent policy changes have been aimed at improving the overall efficiency of the healthcare system.,0
1115,Government announces new healthcare reform,John Smith,Experts say the stock market growth is due to innovation in the technology sector.,0
1116,NASA discovers new exoplanet similar to Earth,Michael Brown,NASA confirmed that the new exoplanet discovered is located 300 light-years away and has similar conditions to Earth.,0
1117,Government announces new healthcare reform,Sarah Davis,Experts say the stock market growth is due to innovation in the technology sector.,0
1118,Scientists confirm Earth is flat again,John Smith,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
1119,Scientists confirm Earth is flat again,Emily Johnson,He revealed in an interview that he came from the year 3020 to warn humanity about future wars.,1
1120,Celebrity claims to be time traveler from 3020,Michael Brown,A leaked document reveals that the government has hidden alien spacecraft since the 1950s.,1
